Complexity,Loss,Equation
1,5.957763,"0.4800933"
3,5.9462543,"x2 / x8"
5,5.928623,"x10 / (x8 / 3.4488297)"
7,5.9164186,"(x1 * x10) / (x8 / 0.71331453)"
9,5.914432,"((x10 / (x8 / 0.7149277)) * x1) - x11"
11,5.9074655,"(x10 / x8) / ((1.3730165 / x1) - (x11 / -0.0004562029))"
13,5.861629,"((x10 / x10) - (1.3720247 / (x1 - (8.024601 - x11)))) - 0.7898279"
