Complexity,Loss,Equation
1,1.9447148,"1.1429595"
3,1.9303633,"x4 * 0.0126400795"
5,1.9238974,"(x4 * 0.028528716) - 1.4467089"
7,1.9182804,"((x5 * 1.8837776e-5) - -0.010399309) * x4"
9,1.8990991,"(0.56021744 / (x1 - (x8 + -0.8709487))) - -1.175877"
11,1.8169235,"(0.2914699 / ((x9 - (x8 + -1.7603441)) + -1.2085819)) - -1.1164773"
13,1.8157067,"((x11 + 0.2914699) / ((x9 - (x8 + -1.7603441)) + -1.2085819)) - -1.1164773"
