Complexity,Loss,Equation
1,6.267885,"0.7023701"
3,6.254555,"19.692682 / x8"
5,6.2304444,"x1 / (x8 / x10)"
7,6.2188654,"x10 / (x8 + (-4.108429 / x3))"
9,6.214442,"(x1 / ((x8 + 1.0360645) / x10)) + x11"
11,6.207588,"((x1 / (x8 / (x10 + -1.5093875))) - -0.28089374) + x11"
13,6.18658,"((x2 / (x8 * ((x2 - x9) - x7))) / -0.987295) * x4"
15,6.179299,"(((x2 / (x8 * ((x2 - x9) - x7))) / -0.987295) * x4) + x11"
