Complexity,Loss,Equation
1,2949.6978,"12.812113"
3,2901.9663,"x5 / x2"
5,2745.4866,"(x0 / x9) * x5"
7,2743.365,"(x0 / x9) * (x5 + x7)"
9,2734.326,"(((x0 / x9) * x5) - x0) * 1.2340784"
11,2724.5044,"(((x0 / x9) * x5) - x0) * (1.2340784 * 1.2305493)"
