Complexity,Loss,Equation
1,2949.698,"12.802422"
3,2901.9663,"x5 / x2"
5,2780.7292,"x5 / (x9 / x1)"
7,1111.4823,"x9 / ((x9 - x8) + 0.5369184)"
9,1035.8234,"(x2 / (x9 + (0.51253986 - x8))) + 8.19098"
11,994.6841,"((x10 + x10) / (x9 + (0.51253986 - x8))) + 8.19098"
15,994.0923,"(x9 / (((x9 + (x9 - x8)) - x8) + 1.0371339)) + (x8 * 0.45080835)"
