Complexity,Loss,Equation
1,4.0840383,"0.6097017"
3,4.07349,"x2 / x8"
5,3.9922757,"x2 / (x8 + -3.9377143)"
7,3.989762,"(x2 / (x8 + -3.7720246)) / 0.8076966"
9,3.9810665,"((x2 / (x8 + -3.7720246)) / 0.8076966) + x11"
