Complexity,Loss,Equation
1,7.9439316,"0.9025264"
3,7.9264874,"x11 - -0.90052485"
5,7.808,"x2 / (x8 + -3.946256)"
7,7.7631755,"(x7 + x10) / (x8 + -3.946256)"
9,7.7493825,"((x2 / (x8 + -3.9249566)) + x11) + 0.39151862"
11,7.744013,"(((x2 / (x8 + -3.5977478)) + x11) + 0.13476089) * 1.4605489"
