Complexity,Loss,Equation
1,654.8449,"x2"
3,653.59625,"12.61695 - x3"
5,645.32623,"x2 + (x0 / x3)"
7,643.03326,"((x2 + x0) / x3) + x3"
9,630.78,"x3 + (((x0 * 0.16163191) / x3) * x8)"
11,629.8313,"(x3 + (((0.1693152 / x3) * x0) * x8)) - 1.1821076"
13,627.4623,"x3 + ((x0 * (0.16660711 / x3)) * (x8 + (x7 / -3.8717968)))"
