Complexity,Loss,Equation
1,18.138548,"1.2973552"
2,18.128521,"log(x1)"
3,18.116423,"x11 + 1.2921666"
4,18.106657,"x11 + log(x1)"
6,18.090944,"1.2714076 - (exp(x11) * -0.015858607)"
10,18.088118,"exp((x11 - -0.24714313) - (0.5867517 * x11)) - x11"
11,18.085978,"((x11 - 0.18660754) + exp(x11 * -64.449455)) * exp(0.44768026)"
12,18.076714,"log(x1) * ((x11 * log(log(x11 + 1.0045271))) + 0.9222544)"
