Complexity,Loss,Equation
1,12.158981,"0.32992044"
3,12.125464,"x2 / x8"
4,12.125096,"x4 / exp(x8)"
5,12.094413,"x10 / (x8 + -1.6714208)"
6,11.8403015,"exp(1.7637496 / (x1 - 7.610613))"
26,11.392494,"(x10 + (x3 - (0.68996316 + 0.09124284))) / exp(((x10 + (0.1433775 - (0.68996316 + x1))) / ((x9 - (x7 + x10)) - x2)) + x10)"
