Complexity,Loss,Equation
1,6.267885,"0.7014023"
2,6.2658434,"log(x1)"
3,6.259313,"x2 * 0.13050224"
4,6.2541966,"exp(x11 * 0.37196308)"
5,6.2520404,"(x2 * 0.13050224) + x11"
6,6.246206,"x2 * (log(x1) * 0.10800195)"
8,6.2414737,"(x2 * 0.19114444) * (log(x1) + -0.56791854)"
10,6.2391973,"(((log(x1) * 0.1411298) * x2) + -0.5654483) + x11"
12,6.2356343,"(log(x1) * (0.1411298 * (x2 + (x11 + -1.4806174)))) + x11"
