Complexity,Loss,Equation
1,0.15734074,"0.5049073"
3,0.15466985,"x5 * 0.0052281055"
5,0.15275602,"(x2 * x1) * 0.021452365"
7,0.15052709,"((x2 * x1) * 0.0026265152) * x2"
9,0.15000555,"((x2 * (x1 - 1.5098948)) * x2) * 0.0035400062"
11,0.14999186,"((x2 * (x1 - 1.5098948)) * (x2 * 0.0035400062)) * 1.0369196"
