Complexity,Loss,Equation
1,18.138548,"1.2974495"
2,18.128521,"log(x1)"
3,18.116423,"x11 + 1.2917929"
4,18.007988,"exp(x10 / x8)"
6,17.985947,"exp(x10 / x8) + x11"
8,17.93972,"exp((1.6397741 / x3) * (x10 / x8))"
10,17.893265,"exp(x10 / (x8 - (x8 / (x3 - -1.4809862))))"
12,17.871397,"exp(x10 / (x8 - (x8 / (x3 - -1.4809862)))) + x11"
15,17.854536,"exp(x10 / (x8 - (0.5005987 / (x3 - exp(-1.5253202 / x8))))) + x11"
