Complexity,Loss,Equation
1,11.633866,"1.1977122"
3,11.607296,"x11 - -1.1936638"
4,11.440775,"exp(x2 / x8)"
6,11.414672,"exp(x2 / x8) + x11"
8,11.382145,"exp((x10 * (1.7184491 / x8)) + -0.28619745)"
10,11.335638,"(((x6 + x7) / 0.20246515) / exp(x8)) - -1.1355952"
14,11.335332,"(((x6 + (x7 - (x2 / x8))) / 0.20246515) / exp(x8)) - -1.1355952"
16,11.328174,"((x6 + (((x7 - (x2 / -0.74633956)) - 1.0849434) / 0.0141410325)) / exp(x8)) - -1.171685"
