Complexity,Loss,Equation
1,5.957763,"0.47981903"
3,5.9462543,"x2 / x8"
5,5.928623,"(x10 / x8) * 3.4466748"
7,5.9059987,"x10 / ((x3 * x0) - 0.7918905)"
9,5.897966,"(x10 / ((x3 * x0) - 0.7918905)) + 0.21577308"
11,5.829682,"(0.50083286 / (-0.45767176 + (x8 + (x1 * -4.859077)))) - -0.7686851"
