Complexity,Loss,Equation
1,4.0840383,"0.6101201"
3,4.07349,"x2 / x8"
4,4.0349913,"exp(x2 / x8)"
6,4.0076766,"exp(x2 / x8) + -0.8094786"
8,3.9875975,"exp(((x10 / x8) + -0.48306745) * 2.1246004)"
10,3.9789019,"exp((-0.48306745 + (x10 / x8)) * 2.1246004) + x11"
12,3.974032,"exp(((x10 / x8) + -0.4879037) * 2.1322658) + (x11 * 1.5900781)"
